Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
38,Slytherin,Wendell,Ratcliff,1997-08-14,Right,-0.5368942102525496,-1.27973708457426,-1.9414396339794142,1.274962993881148,-2.454468751396676,-0.08946550289662951,-1.1340641786968941,0.886276796977415,0.5969850553541479,1.8465626580299541,0.005893262878963166,-0.9105838923722754,-1.5091221426161454
39,Gryffindor,Angela,Han,1999-09-02,Right,-0.7688728481046854,1.0781078312294232,-1.0997848517780464,-1.0776936388937883,0.6508007269969711,-0.6287060085229912,0.9879519929363317,-1.6990485048022352,5.208604529156244e-15,-0.5729734479683648,0.5478101766129739,-0.9649269673090449,1.8705212618829032
40,Gryffindor,Ben,Southard,2001-03-22,Left,0.16358673931193246,0.8819972822300053,-1.1604328739630463,-0.8820146182897757,0.5526113507872704,-0.39333802771480164,1.0241490477567186,-1.872750280750875,-1.9712173040587635,-1.3368774788300093,-1.4214953567262731,-1.0386811294951377,1.7115563399595632
41,Hufflepuff,Orville,Hebert,1996-11-19,Right,-1.2327089228487416,0.8671085702667084,0.839077299777518,-0.8671586679602405,0.8430374958045495,-0.4444019192942856,-0.13019879056527697,0.3786295315810955,-0.006229394336514106,0.36488465457392233,-1.915327054665177,0.30514673305519946,0.4990391068870776
42,Ravenclaw,Julianne,Forrest,1999-04-23,Left,-0.4647796389244301,-1.2263982759365248,1.05750139610799,1.2217415537920284,0.015371711724265583,1.2747491552873689,0.7370072567464988,0.8259365316009597,0.28495574947793495,0.5190308130633285,-0.6844894370999902,1.491816513138029,-0.19868579526613864
43,Hufflepuff,Rosanna,Rinaldi,1997-07-22,Right,-0.2965527061455563,0.7625507840617023,0.5249961766301527,-0.7628309543032866,-0.21584843225341757,-0.10636717808869459,-1.383646421593576,-1.01718596493468e-16,0.26261213055091687,0.11274926056195943,0.8303453505273696,-0.21382149245759385,-0.8874996483166933
44,Hufflepuff,Jerald,Woodworth,1998-12-17,Left,0.115227556186017,0.7771633114477327,0.7804134085319561,-0.7774113277815955,0.3382027873516945,-0.7829600989745356,-1.053441497896564,0.11645208004046911,0.6738308206751903,-0.6211590882388044,-0.0944651242845723,-0.18560539941435564,-0.2377100447846905
45,Ravenclaw,Letha,Kim,2000-05-17,Right,1.4392874460583562,-0.8830396636971174,1.1835336618533079,0.8791384796495993,0.9166186164381221,1.4837905343878202,1.6319422801570527,1.1353892128282173,0.6444347862111157,1.154103168385498,-1.6741809272302692,1.7593673272847505,-0.5212248024417813
46,Ravenclaw,Laverne,Burrow,2000-11-04,Left,0.5743367934816754,-0.8358337220147869,0.6255078385031444,0.8320364115445533,0.34941050771309967,1.4506305212767459,0.6948529795739762,0.7735578889841025,0.33910731587474596,0.18377863920526613,1.2511275476089414,1.1692076584948525,-0.6213972854579065
47,Hufflepuff,Chelsey,Barney,1997-06-09,Right,0.15486027017642892,0.8860572569444198,0.6813165581092612,-0.8860656592962234,0.4836595059551473,-0.588796196149254,-1.3415265002566465,0.4677991078050884,0.6266592494180905,-0.8212699710880497,1.1595454847662003,-0.19116459818493667,-0.6239579317517748
48,Slytherin,Lorna,Graves,2000-03-28,Left,1.1474961343399566,-0.8300726432576278,-1.1123019070374573,0.8262880096631899,-2.4605599037670047,-0.4045267059915107,-0.8755611863510193,-0.28460469995519916,0.65249181113679,0.5410792035282437,-0.36602359891652736,-1.2079139328638973,-0.7810791883435294
49,Gryffindor,Efren,Sotelo,2000-03-24,Left,0.21346093444053948,1.1693064672141302,-0.9432902151890317,-1.1686915982639503,0.5806306516907829,-0.42880377712302276,0.9162286386400282,-1.9795931318990994,-1.7780244025684582,-1.3874094068863365,-2.0318644787871865,-1.1196418712875804,1.7819229001150623
50,Gryffindor,Israel,Roach,1999-03-23,Right,-0.4119966207506552,0.7393833774036389,-1.3817358012091026,-0.7397145260034598,0.22222724622063322,-0.5531915072141058,0.8639866653136373,-1.7343718789385527,-1.6396541609825444,-0.621654784798484,-0.6659065229402046,-1.1036644402930342,1.5933569070346056
51,Slytherin,Gene,Southerland,1997-11-18,Right,-0.10632779908760065,-1.0637347357018772,-1.2498475261793536,1.0594359440046035,-2.7059115212438507,-0.4908179431083701,-1.1649845072749963,-0.17204988595150394,1.145797635812994,1.2408452105487668,-1.2068830142069344,-1.0983454608426633,-0.8764376563271825
52,Slytherin,Adelina,Bivins,1999-08-28,Right,-0.5236833055890789,-1.3568591606129379,-0.48993935129121846,1.3519153678518183,-1.902123054455256,-1.004271242339691,-1.2690959770428971,-0.043140283185655506,0.8356145392071763,0.290429597244342,1.3360716726859125,-0.43458987861316084,-0.6372732924798896
53,Ravenclaw,Tabatha,Lu,2001-10-14,Right,0.9589074402449078,-1.0831199569373233,0.6311553929313083,1.0787785093326703,0.7584923009043852,1.3248996574007614,1.3809794828721325,-1.01718596493468e-16,0.3609779429014701,0.989861821113136,-0.005396826254727183,1.5545171711538175,-0.6060334076946972
54,Gryffindor,Rena,Conners,2000-01-03,Left,-0.3255803361171271,0.7819053657875343,-1.0262119378878878,-0.7821429475419693,0.636425607402995,-1.0406151206208254,0.6998362037010055,-2.1673776763131833,-1.8053459106275964,-1.6489267025578682,0.4863704546436623,-1.0360444093737646,1.901249017409322
55,Slytherin,Sallie,Olivares,2001-05-08,Left,1.133376222474871,-0.5443537751824133,-1.8599977294947432,0.5411978472099148,-1.5127765949438359,-0.28673137507706037,-0.31950924027701316,0.9439793130505622,0.029932019085260643,1.812065643192992,-0.5763407304666746,-1.0002517306622416,-1.2574618248547755
56,Hufflepuff,Kirby,Toscano,1998-11-20,Left,-0.7351789811648245,1.1959350823299681,0.5561358100000643,-1.1952616188594454,-1.0820060172862697e-16,-0.7081573215990435,-0.07353299992776502,0.16828302287094382,0.32614774155887355,0.7455728750144793,0.6774180363952128,-0.026334297713134575,0.4432170176807501
57,Slytherin,Tammi,Dexter,1997-03-15,Right,0.298180405631053,-0.8553064352472232,-1.0241267595358137,0.8514662763492113,-1.916254527954419,-0.530008099209942,-0.8320874767909352,0.04034317520324637,0.5764640360033565,0.789989014595216,-0.39499098753867556,-0.8348943138622068,-0.7380603306065433
58,Hufflepuff,Santo,Call,1999-11-09,Right,-1.863620521249626,1.2428452517696018,0.6986266152154776,-1.2420685655492079,-0.0396923057035072,-0.2850454940890047,-1.0911176988241937,0.5317140397701234,0.18657436920308437,0.3444945778162151,-1.3333750605893595,-0.279086007862558,0.19821438028343752
59,Gryffindor,Millicent,Corcoran,1997-10-07,Right,-0.25898040847880494,1.04738123688778,-1.1525793482473095,-1.0470346564068882,0.5933002486210668,-0.12962428458144734,0.9187287799067796,-1.4186976231907473,-1.2825733490535647,-0.36234136461752475,0.6833352054199695,-0.9010513977365812,1.3148610161134966
60,Slytherin,Vincenzo,Seaton,1997-05-29,Right,0.1253478363639968,-0.9730922701399866,-1.3606133932483566,0.9689929312407349,-2.442042800561205,-0.2278471584344032,-0.9535700809888905,0.12460256795154999,0.6272932729315804,1.1090274301898615,-1.0992843860415584,-1.0336399392112683,-0.929596673387887
61,Ravenclaw,Patti,Montano,1998-03-24,Left,-0.3255803361171271,-0.761645061796866,0.8441770798475801,0.7580109986056006,0.7628779306110219,2.0423709685345437,1.5102507638222311,0.3239540358460009,1.0769051924646882,1.2193569322576334,1.6610305739349132,1.6574949813518078,-0.1493165347203591
62,Hufflepuff,Bobby,Ezell,1997-07-18,Left,0.7543808198815436,0.7619190820419548,0.700785681346053,-0.7622006423023845,0.5920820181470009,-0.4546144751909473,-1.5420365106092588,0.6979250750607001,0.6077669472303074,-1.3191236771750456,0.5799987538445912,-0.12563823233614105,-1.0404214449865041
63,Hufflepuff,Valentine,Benavidez,1996-12-13,Right,1.265182266709039,0.2948456291380935,0.691344582950385,-0.2961549538849141,0.5996350470862087,-1.2173914029342217,-1.2594817632834616,-0.029263812751258438,1.2500298877960825,-1.18120064386512,-0.5296093742519997,-0.07818751647311653,-0.812319073128722
64,Hufflepuff,Dollie,Gibson,1998-01-14,Right,0.37605202256940057,0.5560932867744085,1.2130600414283448,-0.5568277531921975,0.6198576729557006,-0.7875421076399095,-0.8025415934421778,0.13960173123812133,5.208604529156244e-15,-1.0269100091035732,-1.0919703407678003,0.17917162300756834,-0.06768313087183982
65,Hufflepuff,Jessica,Tanner,1999-12-11,Left,1.437348230694911,0.6538742770353018,0.6574884477471062,-0.6543935827998586,0.8988324515167617,-1.0008629969890313,-1.0529878995064015,0.7876372508099825,0.9375948582673156,-0.49059159292194543,0.9286566060647551,0.004936337681418221,-1.049537345792675
66,Hufflepuff,Bart,Burnside,2000-03-20,Right,0.8838234453915128,0.7101590805831515,0.6208211519166161,-0.7105545353305924,0.6478769738592132,-1.399703630498385,-0.288598173403485,0.5320635906610728,1.0398077098285368,1.0309604277073718,0.25805174063453235,-0.027774475154217496,-0.29138119110416866
67,Ravenclaw,Sydney,Lamar,1996-12-19,Right,-1.1619275620829908,-1.258010526304051,1.1401093635961819,1.2532842434768383,0.1752035499216946,0.6969471915343416,0.4261179064744442,0.8250070231334551,0.19741015051634384,0.35262498874282533,0.48411404524711943,1.533145621016321,-0.041666964526138564
68,Gryffindor,Lesley,Conley,2000-02-08,Left,-0.630824954419428,0.9829963466349809,-1.223240338711555,-0.982791440880517,0.5072931771520237,-0.5272751268304662,0.8386299124682138,-1.9658772163611176,-2.243628886681211,-1.4681781034526038,1.279277695332821,-1.131104089846299,1.965265174756028
69,Hufflepuff,Tia,Shoemaker,2000-01-03,Right,0.5468847759929039,1.008003301676104,1.1728225021375787,-1.0077433697578873,0.1484024794922476,-0.3331656962545887,-1.2272607246136686,1.3767060558649407,0.165159198511137,-0.31721842198573036,1.4457273407883338,-0.06458609363630281,-0.7086641111529359
70,Ravenclaw,Milo,Wicks,1997-05-10,Right,0.0,-0.44473385574187924,0.6901690660478301,0.4417971348656126,1.1261542579774344,1.7901473600397313,1.1669458637287076,0.6891927494882819,0.8121279915348175,0.7077194425031504,1.4712646365664306,1.447255259998688,-0.578480853572675
71,Slytherin,Chauncey,Ambrose,1997-09-23,Right,0.4047160496603254,-0.9774429975995,-0.6966857191865166,0.9733340852099437,-1.626802967316392,-0.5677981693497574,-0.4518938567042489,0.015890772126944314,0.07824073790518771,0.45022033787785914,-0.2748326357484469,-0.5517383517432526,-0.3667666179956494
72,Slytherin,Robbin,Cortez,1998-09-21,Right,-0.7110599900819744,-1.0635849831008866,-1.010550465274306,1.0592865209243854,-2.163311668094957,0.0,-0.8429563627911151,0.40605118923796224,0.5033874926316546,1.5094379714488217,0.4654465364286696,-0.664330627150662,-0.6310253155228511
73,Hufflepuff,Mellisa,Musgrove,1999-01-26,Left,-0.20571258646416873,0.9521701204877924,1.0474717648338652,-0.9520330458213218,-0.0014398688178420267,-0.7315969769866724,-0.8866827666569266,-0.3312718130634621,0.5012447024797838,-0.6736756004202735,0.530559891423113,-0.3218598471026965,0.3651685186436463
74,Ravenclaw,Alexander,Ashworth,1998-10-12,Left,0.3158757458224907,-0.47326874846168016,0.5530887128713233,0.47026923842628243,1.1120227844782715,2.144047926006307,1.220922849287681,0.6456085768608533,1.190519415727158,1.001007464137329,0.06914408435986591,1.5021607441495963,-0.7523999498522053
75,Hufflepuff,Jessie,Madden,2000-11-11,Left,0.324299212557456,0.7786320853052475,1.038615214761213,-0.7788768696986095,0.39960160324460925,-0.35008044081621287,-0.8058570051808962,0.7185815175054991,0.13887985059865046,-0.554477815589317,-1.1469213340106224,0.06453122173731596,-0.28923024821731935
76,Ravenclaw,Marcos,Pfeifer,2000-11-15,Left,1.200339752993839,-1.15951794630966,1.2566081615956706,1.155008389942198,0.5153334982808575,1.7936641965785427,1.3404583217000827,0.3552536957327611,0.6717578208273489,0.012814907647888799,0.19647246166302662,1.6570134042311966,-0.3191385969297003
77,Ravenclaw,Bess,Browne,2001-08-14,Right,-0.19904653365232577,-0.6563422681681117,0.8524486476117885,0.6529399168648511,0.8537579239763284,1.3657730390495164,1.4222382460453264,0.42022535435684083,0.4144896625856318,0.8926631322024837,0.20690908029490296,1.4852850522846917,0.1107427028848987
78,Hufflepuff,Marilynn,Maki,2001-01-06,Left,1.2867560376273672,0.6017439402396894,0.21717681056712634,-0.6023779553898665,0.35525801398861534,-0.7164040190644536,-0.746724635365834,0.43396137246671196,0.7915293737104756,-0.07244650234258651,-0.350121025403396,-0.29583305146593536,-0.7832301312303789
79,Hufflepuff,Seth,Conaway,1999-09-18,Right,1.1347094330372396,0.7356025388221974,0.2434803182345916,-0.7359420069092402,0.5638190711486751,-0.6168915264458942,-0.3475981152140987,0.4789797659467401,0.5600258258434117,0.2690720904637238,1.2040632283947508,-0.19120330651141562,-0.5153865288917616
80,Hufflepuff,Concepcion,Wilkinson,1999-06-19,Left,-0.21546926376150258,0.8435675313586237,0.3257601137176228,-0.8436694295636429,0.37206959453072297,-0.3742386177904964,-0.8562587354135456,0.7313561827328592,0.390956254437545,0.1705925537107077,0.7093934561004092,-0.1646664717492795,-0.49705230142766516
81,Slytherin,Antonette,Falcon,1999-08-01,Right,-2.3394554910549994,0.0,-1.5455776280762783,1.5939304716312768,-1.5610185217168404,-0.9040140233324288,-1.3764668019169557,1.5782897075905418,0.8079491463230806,2.4152016188761016,0.5360868004633748,-0.10540288542883781,-1.5076881806915794
82,Slytherin,Arnold,Kersey,1998-06-12,Right,-0.7119083968034817,-1.0787711774869373,-1.4870169342586588,1.0744392990861222,-2.593590671534987,-0.5680920870361468,-1.1917013310053735,-1.01718596493468e-16,1.1703447759109842,1.9918474178717032,-1.2149928812116606,-0.9963535744897108,-1.0710467746611683
83,Gryffindor,Rosita,Riddick,2001-09-27,Right,0.39386856372105367,0.5751988427873592,-1.1728514724275398,-0.5758912686827405,0.547738428891007,-0.5870922769917163,1.3168744065628402,-1.6519043544154586,-1.3533315581449246,-0.3277119271986843,1.3537271695756314,-0.8049340691670025,1.4978960131991979
84,Hufflepuff,German,Bronson,2000-06-22,Right,0.5402187231810609,0.8491965424057047,0.6831486637771544,-0.8492860543412589,0.8018613057811266,-1.077476300213561,-1.0988197108882412,0.4411652141449192,0.9799501887417877,-0.3497014138101813,-1.209219501909324,-0.09533188966300492,-0.6323568515956626
85,Hufflepuff,Hallie,Slade,2001-04-10,Left,0.11862118307204615,0.7083241900173991,0.40792318150517987,-0.7087236823211346,0.7592232391888245,-0.3771428322602645,-0.3979968896416143,-1.01718596493468e-16,0.2213700475361389,0.12518234613425197,0.08208312230076759,0.0878905582875583,-0.3398286189841556
86,Hufflepuff,Rufus,Geiger,2000-06-29,Right,-1.7469645970423737,1.2062827889620753,0.7607232163475854,-1.2055865560420664,0.40691098608900395,-0.10507347711263385,-0.5569851123853522,0.21361432062727725,-0.18881077195037368,-0.014664572760241803,0.11677584064432874,-0.06345899824763386,0.5813894916978799
87,Hufflepuff,Shanna,Reuter,2000-02-06,Left,-1.0389085874644337,1.4624906934001483,0.8659069279219634,-1.461230691797341,0.4441888385954166,-0.6419750138955155,-0.6411828030688882,0.9501083496961391,0.2553902188955012,1.0535554074023614,0.3117850547560043,-0.12891250136423538,0.14065105159727959
88,Hufflepuff,Marion,Galindo,2000-02-23,Left,-0.156504996616746,1.013188743078433,0.9704705914956583,-1.0129174009366495,0.1449914341648635,-0.04644876407102616,-1.0400829179738498,0.29467413756111416,-0.044749649313309686,-1.1031893968274096,-0.8316100215013531,-0.20482180655108692,-0.04934890340774326
89,Gryffindor,Aisha,Steffen,2000-02-08,Right,1.0939859104048897,0.3881031598611784,-0.8914922844772845,-0.3892072775306758,0.5107042224794075,-0.7854099141632778,1.5564343332761523,-2.371871592307535,-1.5412225739921566,-1.2210919537539815,-1.4815847189986326,-0.8280008163082645,1.946623669736667
90,Gryffindor,Tabatha,Bartlett,2000-02-13,Right,-0.11426646198170456,0.8429260908293833,-1.2281976456193002,-0.8430294004821997,0.5016893169713207,-0.776747314413569,0.9748298302813856,-1.9894903012837255,-2.25770215262163,-1.4465759055001195,0.0,-1.1369057848974753,1.9596317529095177
